Attendance_Rate,Unexcused_Absence_Count,Unexcused_Absence_Rate,Late_Count,Consecutive_Unexcused_Absences,Days_Since_Last_Attended,Assignment_Missing_Rate,Assignment_Late_Count,Average_Score,Score_Trend,Has_Overdue_Invoice,Days_Overdue,Class_Progress_Ratio,Is_Dropout
0.9082,2,0.0833,1,1,2,0.2931,0,7.45,-0.26,0,0,0.201,0
0.3362,3,0.4286,0,1,13,0.9061,3,4.92,-2.13,1,19,0.3276,1
0.9639,0,0.0,0,0,3,0.0924,1,7.17,-0.25,0,0,0.6156,1
0.8627,2,0.1,1,2,14,0.2541,0,6.67,-0.67,0,0,0.2112,1
0.8255,1,0.25,0,0,12,0.6621,3,2.95,-1.07,0,0,0.8565,1
0.8464,3,0.1071,1,3,17,0.2657,1,6.74,0.44,0,0,0.5836,1
0.6603,2,0.1538,0,2,4,0.3179,1,5.43,-0.85,0,0,0.5463,0
0.9435,0,0.0,0,0,1,0.22,2,8.48,-0.01,1,24,0.4677,0
0.8921,2,0.0769,0,1,16,0.0189,0,8.61,0.25,0,0,0.3984,0
0.982,0,0.0,0,0,0,0.0522,1,6.09,-1.65,0,0,0.3228,0
0.9382,1,0.0385,0,0,1,0.1412,1,8.29,-0.18,0,0,0.4156,0
0.7567,1,0.25,2,1,18,0.62,1,6.78,-1.41,0,0,0.4762,1
0.6611,4,0.2,0,3,11,0.2383,1,8.51,-0.92,1,18,0.1506,1
0.9374,0,0.0,0,0,1,0.0315,0,7.98,-0.14,0,0,0.5377,0
0.6682,6,0.25,0,2,1,0.1372,0,5.96,-0.87,0,0,0.4785,1
0.8055,2,0.1176,0,1,14,0.1619,0,6.21,-0.04,0,0,0.1749,1
0.504,7,0.2414,2,0,14,0.7924,2,5.16,-1.06,0,0,0.5444,1
0.425,3,0.3,1,1,8,0.7562,3,2.95,-1.87,0,0,0.7001,1
0.6925,7,0.2333,0,1,2,0.3625,0,6.7,-1.59,1,38,0.3961,1
0.7513,4,0.1538,3,1,8,0.4408,0,5.58,-1.1,0,0,0.5089,1
0.8709,1,0.0435,0,1,3,0.0807,0,7.76,-0.63,0,0,0.1933,0
0.7775,2,0.1667,2,1,3,0.1436,0,6.79,-0.09,0,0,0.602,0
0.8882,2,0.0667,0,1,10,0.0378,0,8.59,-0.19,0,0,0.3224,0
0.5007,4,0.2857,0,4,8,0.8932,3,4.39,-1.87,1,14,0.221,1
1.0,0,0.0,0,0,3,0.0785,0,7.96,-0.1,0,0,0.3042,1
0.7217,1,0.2,1,0,9,0.2515,0,6.04,-0.5,1,7,0.6972,1
0.8926,1,0.0625,0,0,14,0.2476,1,7.56,-0.95,0,0,0.234,0
0.826,1,0.1,0,1,4,0.2747,0,8.59,-0.37,1,24,0.1407,0
0.8566,1,0.2,0,0,19,0.1198,0,9.09,0.38,0,0,0.461,0
0.6152,6,0.2609,0,2,11,0.3773,1,5.06,-0.49,0,0,0.4308,1
0.1868,6,0.4615,2,2,9,0.6537,1,2.03,-1.54,0,0,0.6149,1
0.7926,3,0.1579,0,2,14,0.2016,0,6.4,0.02,0,0,0.4596,1
0.9114,1,0.04,0,1,2,0.0563,0,7.32,0.11,0,0,0.8365,0
0.7535,3,0.2,0,1,5,0.295,1,7.8,-0.2,0,0,0.3045,0
0.5632,7,0.2917,1,5,20,0.3895,2,4.6,-1.07,0,0,0.654,1
0.7384,2,0.2,0,2,12,0.3401,0,4.9,-0.5,0,0,0.8052,1
0.9321,1,0.0417,0,0,0,0.0282,0,9.72,0.08,0,0,0.7941,0
0.2043,7,0.5833,5,3,5,0.4497,3,5.62,-1.8,0,0,0.3596,1
0.7649,1,0.2,1,1,6,0.45,3,6.99,-1.03,0,0,0.5142,0
0.6407,2,0.1538,0,2,9,0.2966,1,6.17,-0.91,0,0,0.3192,0
0.7143,4,0.2105,2,1,18,0.4668,1,7.5,-0.6,1,29,0.109,1
0.9512,1,0.0476,0,1,1,0.1193,0,7.67,-0.33,0,0,0.2613,0
0.9178,1,0.1,0,1,3,0.1018,0,8.07,-0.49,0,0,0.52,0
0.8543,0,0.0,2,0,1,0.2,0,5.65,-0.57,0,0,0.463,0
0.7535,3,0.1875,2,0,10,0.182,0,7.34,-0.93,0,0,0.2558,1
0.4471,3,0.3333,2,2,12,0.4939,0,4.93,-1.82,1,11,0.642,1
0.7948,2,0.1818,1,0,11,0.1995,0,6.87,-1.0,0,0,0.2302,1
0.6235,5,0.1923,0,5,12,0.2333,0,8.38,0.16,0,0,0.6468,1
0.8677,1,0.0769,0,0,11,0.5708,0,7.35,-0.66,0,0,0.7637,1
0.6534,1,0.1111,2,1,6,0.5619,2,5.48,-0.58,0,0,0.6087,0
0.9234,2,0.069,0,2,0,0.2421,2,6.54,-0.83,0,0,0.5579,0
0.63,6,0.2143,1,3,19,0.4657,0,4.27,-0.73,0,0,0.5773,1
1.0,0,0.0,0,0,3,0.2496,3,9.02,0.72,1,23,0.4922,0
0.4442,12,0.4138,2,3,1,0.8719,1,2.95,-1.21,0,0,0.3778,1
0.966,1,0.0455,0,1,0,0.0899,1,10.0,0.29,0,0,0.4314,0
0.9952,0,0.0,0,0,2,0.103,0,6.66,-0.01,0,0,0.646,0
0.9058,1,0.0526,0,0,1,0.2278,0,4.96,-0.06,1,36,0.3468,1
0.5143,7,0.3333,4,4,7,0.7329,2,2.16,-1.11,0,0,0.6078,1
0.4054,4,0.5,1,2,1,0.443,1,3.49,-0.85,0,0,0.6206,1
0.874,2,0.087,0,0,20,0.1958,0,7.07,0.34,0,0,0.269,0
0.7264,4,0.2105,1,3,7,0.4266,1,4.29,-0.64,0,0,0.549,1
0.8508,1,0.1429,1,0,5,0.3181,0,8.21,-0.6,1,1,0.45,0
0.6782,2,0.2222,2,2,9,0.1643,1,6.69,-1.38,0,0,0.452,0
0.592,4,0.3077,0,2,20,0.4087,3,7.0,-0.63,1,20,0.7437,1
0.6407,8,0.3077,1,1,12,0.2068,0,4.37,-0.17,1,37,0.7423,1
0.8937,1,0.0476,0,0,11,0.0319,0,7.99,-1.01,0,0,0.3403,0
0.8764,0,0.0,0,0,19,0.2671,0,4.07,-0.32,1,21,0.7443,1
0.8568,1,0.0833,0,0,3,0.3177,0,5.89,-0.0,0,0,0.7051,0
0.8881,1,0.037,1,0,6,0.62,1,6.14,-0.51,0,0,0.1049,1
0.4008,5,0.5,3,3,6,0.7293,4,4.3,-1.64,0,0,0.5122,1
0.957,1,0.0345,0,0,2,0.1287,1,8.74,-1.17,0,0,0.5251,0
0.8845,0,0.0,0,0,15,0.2337,2,6.37,-1.26,1,31,0.4511,1
0.9261,1,0.0714,0,1,0,0.2471,0,6.36,-0.87,0,0,0.5649,0
0.5847,8,0.3636,0,5,9,0.9459,6,3.94,-2.14,0,0,0.6343,1
0.6409,5,0.1786,1,0,20,0.2495,2,6.35,-0.99,1,38,0.2375,1
0.586,4,0.2222,0,1,3,0.5922,1,3.5,-1.47,0,0,0.2873,1
0.8059,3,0.1071,0,3,7,0.1956,0,6.63,-0.22,0,0,0.5419,1
0.7387,4,0.1429,0,4,8,0.0703,0,7.99,-0.88,0,0,0.3704,1
0.5067,4,0.3077,0,4,12,0.5035,1,5.8,-1.61,0,0,0.4793,1
0.8072,4,0.1333,1,2,17,0.1763,0,5.85,-0.13,0,0,0.665,1
0.5357,5,0.3846,0,4,2,0.2892,1,5.48,-0.59,1,14,0.8588,1
0.7035,5,0.25,3,1,19,0.1749,1,9.2,-1.81,0,0,0.637,0
0.9398,1,0.0417,0,1,1,0.0836,0,7.0,0.43,0,0,0.667,1
0.9299,1,0.0588,0,1,2,0.0156,0,7.91,0.18,0,0,0.4174,0
0.7009,2,0.1667,1,0,11,0.6018,4,7.53,-1.24,0,0,0.4352,0
0.7119,4,0.1538,1,4,1,0.4397,0,6.9,-0.6,1,19,0.443,0
0.5877,7,0.3043,1,2,12,0.3013,1,6.82,0.03,0,0,0.196,1
0.9374,1,0.037,0,0,0,0.0136,0,8.31,-0.26,0,0,0.5602,0
0.7642,4,0.1818,1,2,6,0.6163,0,4.72,-1.63,0,0,0.4805,1
0.6384,1,0.1429,1,1,6,0.4869,0,4.86,-1.18,1,8,0.7928,1
0.7429,1,0.125,1,1,16,0.4286,0,7.53,-0.77,0,0,0.6181,1
0.9685,0,0.0,0,0,1,0.45,2,7.86,0.47,0,0,0.5048,1
0.6133,2,0.2222,2,1,2,0.4829,2,7.39,-0.92,0,0,0.4321,1
0.921,1,0.0909,0,0,0,0.017,0,9.87,0.31,0,0,0.495,0
0.93,1,0.0357,0,1,0,0.1312,0,7.78,-0.06,0,0,0.2892,0
0.6949,3,0.2727,1,0,4,0.2968,0,7.43,-0.01,0,0,0.2617,0
0.4845,3,0.2308,2,3,17,0.6402,4,2.83,-1.0,0,0,0.2325,1
0.7205,2,0.2222,0,1,7,0.5677,1,4.94,-1.23,0,0,0.3682,1
0.912,1,0.05,1,0,2,0.0098,0,7.8,0.16,0,0,0.3469,0
0.5926,2,0.2857,2,2,19,0.1202,0,7.16,-0.89,0,0,0.535,0
0.9224,0,0.0,0,0,2,0.1209,0,8.52,-0.89,0,0,0.4166,0
0.9837,0,0.0,0,0,1,0.0374,0,9.48,-0.26,0,0,0.5862,0
0.7481,1,0.25,1,1,5,0.4751,1,4.27,-1.52,0,0,0.5888,1
0.8427,1,0.1111,0,0,2,0.1449,1,7.49,-1.02,0,0,0.7075,0
0.9331,0,0.0,1,0,1,0.679,4,6.32,-0.7,0,0,0.5789,0
0.9144,2,0.069,0,0,3,0.0322,0,7.4,-0.39,0,0,0.6239,0
0.7687,3,0.1304,1,3,1,0.1353,0,5.93,-0.98,1,3,0.3105,1
0.2643,10,0.3846,0,8,14,0.9738,6,4.08,-2.9,1,39,0.6225,1
0.7975,3,0.1364,0,1,17,0.2351,0,4.25,-0.61,0,0,0.5277,1
0.8768,2,0.0952,0,0,20,0.05,0,4.87,0.21,0,0,0.1851,0
0.7674,3,0.1765,0,2,9,0.4496,3,7.57,-1.39,1,45,0.6211,1
0.9274,1,0.0385,0,0,0,0.6124,2,5.81,-0.41,1,29,0.4301,0
0.8565,2,0.0952,0,1,19,0.0874,0,7.79,-0.7,0,0,0.2153,0
0.7917,3,0.1667,2,3,11,0.159,0,7.89,-0.23,0,0,0.5816,1
0.7651,2,0.25,0,1,13,0.4019,1,6.48,-1.27,0,0,0.7371,0
0.6683,2,0.3333,2,1,18,0.216,0,5.52,-0.85,1,5,0.7687,1
0.7997,4,0.1538,1,3,10,0.2583,1,5.27,-1.31,1,31,0.4768,0
0.6349,7,0.2917,0,4,7,0.2227,0,6.97,-0.28,0,0,0.4482,0
0.925,1,0.0714,0,0,0,0.0539,0,7.54,-0.54,0,0,0.2301,0
0.7867,1,0.1111,2,1,16,0.0831,0,8.39,-0.5,0,0,0.4301,0
0.7344,3,0.1875,1,1,13,0.7381,3,3.54,-1.26,0,0,0.3059,1
0.9512,1,0.0556,0,0,0,0.22,0,8.78,0.18,0,0,0.538,0
0.8214,3,0.12,1,1,7,0.149,0,5.39,-0.8,0,0,0.568,0
0.7376,3,0.1154,3,0,3,0.1892,1,6.7,0.43,0,0,0.5195,0
0.8014,1,0.2,0,1,17,0.2605,0,6.79,0.13,1,4,0.2382,0
0.446,3,0.3333,0,2,8,0.3551,0,4.83,-2.46,0,0,0.3787,1
0.8815,2,0.1,0,2,3,0.1174,1,8.24,-0.02,0,0,0.1665,0
0.9479,0,0.0,1,0,2,0.0461,0,8.22,-0.31,0,0,0.6398,0
0.8753,1,0.1,1,1,11,0.2434,1,7.77,-1.2,0,0,0.8215,0
0.7944,4,0.1538,2,2,15,0.2036,2,7.33,-0.27,1,43,0.5504,0
0.9019,2,0.1053,0,0,2,0.1615,1,8.78,-0.06,0,0,0.6762,0
0.9578,0,0.0,0,0,1,0.0313,0,8.7,-0.5,0,0,0.3032,0
0.8633,0,0.0,0,0,5,0.2241,2,6.02,-0.95,0,0,0.8279,0
0.6906,3,0.1667,0,1,12,0.2673,0,6.92,-1.1,1,5,0.4993,1
1.0,0,0.0,0,0,3,0.0786,0,7.98,-0.21,0,0,0.8288,0
0.8675,2,0.069,1,1,6,0.2789,0,4.86,-0.23,0,0,0.7564,0
0.8812,0,0.0,1,0,10,0.3433,3,4.49,-0.07,1,7,0.4139,1
0.793,3,0.1429,2,1,9,0.107,1,6.66,-0.41,1,9,0.501,0
0.6724,5,0.2381,1,5,10,0.5235,3,4.75,-1.68,0,0,0.4603,1
0.689,4,0.2667,1,3,5,0.5391,4,5.46,-1.2,0,0,0.1959,1
1.0,0,0.0,0,0,0,0.0719,0,8.13,0.54,0,0,0.2143,0
0.9098,2,0.0952,1,2,2,0.0316,0,9.56,-0.03,0,0,0.6691,0
0.723,2,0.1333,1,2,18,0.3846,0,6.07,-1.1,0,0,0.7168,1
0.8779,1,0.0714,1,0,16,0.3047,1,6.5,-1.82,0,0,0.5574,0
0.9558,0,0.0,0,0,1,0.0133,0,8.39,-0.35,0,0,0.6386,0
0.9476,1,0.0714,0,0,2,0.0792,0,9.75,0.98,0,0,0.6238,0
0.8633,1,0.0667,1,1,19,0.2125,1,6.01,-1.03,0,0,0.7953,0
0.9097,0,0.0,0,0,0,0.0466,1,8.61,0.67,0,0,0.4927,0
0.8117,1,0.0667,0,1,9,0.1477,0,7.48,-1.02,1,1,0.6496,0
0.864,1,0.0714,1,0,5,0.3006,0,7.18,-0.83,0,0,0.4853,0
0.6549,2,0.1818,2,1,1,0.44,1,6.6,-1.63,0,0,0.395,0
0.6951,2,0.2,1,1,2,0.406,3,6.35,-1.52,0,0,0.4951,1
0.9707,0,0.0,0,0,0,0.22,0,7.62,-0.76,0,0,0.2919,0
0.802,1,0.1111,0,1,10,0.1387,0,8.26,-0.3,1,37,0.4465,0
0.6586,9,0.3103,1,3,6,0.2976,1,8.08,-0.81,1,24,0.4318,0
0.8276,2,0.1176,1,2,9,0.3778,2,5.34,-0.52,0,0,0.8724,0
0.6452,5,0.2632,0,0,13,0.2501,2,5.25,-1.11,1,40,0.6041,1
0.8617,1,0.2,1,0,4,0.1616,0,5.77,-0.46,1,7,0.5732,1
0.8871,1,0.0909,0,1,3,0.3048,0,7.16,0.35,0,0,0.3849,0
0.9228,0,0.0,0,0,3,0.1465,1,7.94,0.73,0,0,0.4199,0
0.8219,1,0.1429,0,1,5,0.3147,0,5.68,0.44,0,0,0.6179,1
0.7634,3,0.1579,3,0,1,0.3303,2,7.01,-0.36,0,0,0.3921,1
0.8108,4,0.1333,2,2,18,0.3493,0,7.24,-0.25,0,0,0.3232,1
0.8426,1,0.0833,0,1,11,0.4978,4,6.22,-0.58,0,0,0.7246,1
0.9789,0,0.0,0,0,2,0.0249,0,8.7,-0.26,0,0,0.5296,0
1.0,0,0.0,0,0,2,0.1129,1,8.38,-0.97,0,0,0.7386,0
0.9479,0,0.0,0,0,3,0.0289,0,8.03,-0.45,0,0,0.5835,0
0.6446,2,0.2857,3,2,17,0.4538,3,5.16,-2.01,0,0,0.3689,1
0.7888,3,0.1071,1,3,20,0.3334,1,6.84,-0.65,0,0,0.5439,0
1.0,0,0.0,0,0,1,0.2419,1,8.28,0.13,0,0,0.3514,0
0.9557,0,0.0,0,0,3,0.22,0,7.18,-1.23,0,0,0.4786,0
0.8753,2,0.0952,0,1,12,0.4037,1,9.07,-0.59,0,0,0.4039,0
0.5404,3,0.25,3,2,12,0.4428,1,3.95,-1.55,0,0,0.6707,1
0.9547,0,0.0,0,0,0,0.0151,0,8.09,-0.61,0,0,0.6307,0
1.0,0,0.0,0,0,2,0.2133,4,8.82,0.1,0,0,0.8004,1
0.7907,3,0.1154,0,3,6,0.3531,0,6.48,-0.79,1,31,0.4631,1
0.768,1,0.25,0,0,9,0.5567,1,6.38,-0.98,0,0,0.7065,0
0.6874,5,0.2632,0,5,13,0.4064,2,7.03,-0.48,0,0,0.7478,1
0.6345,5,0.2273,0,1,3,0.5099,2,6.03,-1.18,0,0,0.307,0
0.8866,1,0.0588,1,1,20,0.1579,0,8.48,0.28,0,0,0.3311,0
0.7551,3,0.1875,2,1,9,0.3241,0,7.84,-1.04,0,0,0.454,0
0.699,2,0.1429,1,0,11,0.7363,1,5.16,-0.79,1,10,0.6183,1
0.8664,3,0.1034,0,2,4,0.0729,1,8.43,-0.93,0,0,0.6533,1
0.7693,1,0.1111,2,0,16,0.2419,2,7.82,-1.93,0,0,0.6493,0
0.4282,6,0.4286,3,4,18,0.4712,0,6.36,-1.77,0,0,0.238,1
0.6796,1,0.25,1,0,12,0.3152,0,4.79,-0.91,0,0,0.6725,0
0.8739,1,0.0556,0,0,4,0.1578,0,7.73,-0.21,0,0,0.5766,0
0.3736,7,0.5833,3,4,13,0.6807,2,4.76,-2.3,0,0,0.416,1
0.8027,0,0.0,1,0,19,0.3826,0,7.21,-1.95,1,29,0.4728,0
0.9818,0,0.0,0,0,2,0.1134,0,7.73,0.38,0,0,0.4088,1
0.7173,3,0.1875,2,0,9,0.241,1,7.65,-0.36,0,0,0.8177,0
0.9385,0,0.0,1,0,3,0.22,1,8.75,-0.68,0,0,0.4962,0
0.3527,4,0.4444,1,2,8,0.8068,3,7.41,-1.93,1,18,0.7928,1
0.7245,1,0.2,0,1,15,0.3322,1,6.87,-0.41,1,20,0.1826,1
0.8735,1,0.1,0,0,17,0.0363,0,7.92,-0.48,0,0,0.652,0
0.5477,10,0.3704,1,7,2,0.5245,1,7.57,-1.19,0,0,0.2206,1
0.6976,3,0.3,2,2,17,0.62,0,6.16,-1.24,0,0,0.0878,1
0.6882,2,0.1538,1,2,13,0.2338,0,7.06,-1.03,1,40,0.8377,1
0.8287,1,0.0769,1,1,1,0.1462,1,6.75,-1.17,1,11,0.5202,0
0.6035,5,0.2083,2,2,13,0.4797,0,5.25,-0.88,0,0,0.3883,1
0.9256,0,0.0,1,0,3,0.3093,3,4.09,-0.03,1,8,0.3596,1
0.8465,2,0.087,0,2,16,0.2388,0,8.59,0.37,0,0,0.2993,1
0.8151,3,0.1579,1,3,11,0.2137,1,8.36,-0.75,0,0,0.6012,0
0.9662,1,0.0556,0,1,2,0.0771,0,8.75,-0.76,0,0,0.3202,0
0.9407,1,0.0435,0,1,2,0.1449,0,7.8,0.28,0,0,0.5458,0
0.9989,0,0.0,0,0,1,0.5135,1,6.81,-0.94,0,0,0.6558,0
0.9278,0,0.0,1,0,0,0.0489,0,8.53,0.15,0,0,0.101,0
0.9197,1,0.0455,0,0,2,0.052,1,7.37,-0.43,0,0,0.1947,0
0.906,1,0.0556,0,0,1,0.0534,1,8.37,-0.09,0,0,0.3527,0
0.5881,3,0.375,2,3,2,0.3442,1,5.7,-1.77,0,0,0.3478,1
0.9729,0,0.0,0,0,3,0.22,2,7.82,-0.54,0,0,0.3942,0
1.0,0,0.0,0,0,3,0.1121,3,6.96,-1.15,0,0,0.7109,0
0.846,3,0.1,0,3,15,0.1651,0,6.7,-0.46,0,0,0.3626,0
0.9504,1,0.05,1,1,2,0.1001,0,7.1,-1.13,0,0,0.4319,0
0.9614,1,0.04,0,0,2,0.4173,0,7.2,-1.07,1,38,0.5412,1
0.7212,6,0.2143,1,6,7,0.5977,3,6.28,-1.39,0,0,0.6522,1
0.5657,4,0.3636,1,0,8,0.3958,1,5.65,-0.59,0,0,0.6131,1
0.8524,1,0.0588,0,0,15,0.216,0,7.52,-0.92,0,0,0.5144,1
0.8601,1,0.0909,0,0,2,0.0939,0,7.07,-0.77,0,0,0.6464,0
0.7888,3,0.1364,0,1,5,0.2531,0,8.16,-1.26,0,0,0.7984,0
0.8213,2,0.0952,1,1,11,0.6982,3,5.2,-1.61,0,0,0.7489,1
0.6899,4,0.25,0,1,15,0.4222,1,8.6,-1.54,0,0,0.3418,1
0.7399,4,0.1481,1,3,13,0.4444,1,6.81,-0.62,0,0,0.4206,1
0.7491,3,0.1875,1,0,20,0.195,2,7.63,-0.66,0,0,0.4483,1
0.9976,0,0.0,0,0,3,0.043,0,6.66,-0.57,0,0,0.5201,0
0.7072,7,0.25,0,5,6,0.5039,0,5.79,-0.47,1,34,0.6627,1
0.9504,1,0.0476,1,1,3,0.0604,0,7.54,-0.32,0,0,0.2599,0
0.9405,1,0.0769,0,0,3,0.0602,0,8.85,-0.12,0,0,0.7825,0
0.6897,2,0.1538,0,0,19,0.398,0,7.21,-1.11,0,0,0.5735,1
0.69,5,0.1667,0,5,4,0.1995,0,4.92,-1.65,0,0,0.2725,1
0.7463,1,0.1111,0,1,16,0.0806,0,6.75,-0.01,0,0,0.8037,0
0.6979,2,0.2857,2,0,8,0.526,4,6.28,-0.58,0,0,0.9495,0
0.3424,7,0.3889,3,3,14,0.8559,4,5.15,-2.25,0,0,0.7949,1
0.9531,1,0.0333,0,1,1,0.0703,0,9.25,-1.01,0,0,0.5119,0
0.8141,2,0.087,0,2,8,0.1603,2,4.49,-0.96,0,0,0.3422,0
0.9592,0,0.0,0,0,0,0.0051,0,8.82,0.29,0,0,0.6091,0
0.803,3,0.1154,2,2,16,0.2096,0,7.66,0.01,1,11,0.3331,1
0.7795,0,0.0,0,0,17,0.2265,0,6.77,-0.45,0,0,0.4752,0
0.648,3,0.15,0,1,13,0.62,1,4.71,-1.29,0,0,0.3546,1
0.9044,1,0.0625,0,1,2,0.1334,0,8.6,0.29,0,0,0.4697,0
0.6905,4,0.25,2,1,4,0.3746,2,4.91,-1.26,0,0,0.4986,1
0.5804,3,0.3333,0,1,2,0.6315,2,5.89,-1.23,1,19,0.7416,1
0.5182,9,0.3462,2,6,8,0.3094,0,3.23,-0.66,0,0,0.4304,1
0.7692,3,0.2,1,2,12,0.56,1,3.52,-1.01,1,31,0.2255,1
0.7321,5,0.1852,2,3,18,0.2128,0,7.16,-0.08,0,0,0.8909,1
0.9168,1,0.0526,1,1,1,0.78,2,5.86,-0.7,0,0,0.3548,0
0.6027,3,0.375,0,3,17,0.1219,0,5.01,0.12,0,0,0.3633,1
0.6418,2,0.2222,1,1,4,0.6663,1,3.87,-1.57,0,0,0.557,1
0.919,0,0.0,0,0,0,0.1149,0,9.18,-0.61,0,0,0.5401,0
0.9145,1,0.0476,0,1,1,0.138,3,8.09,-0.39,0,0,0.8648,0
0.8772,1,0.125,1,0,18,0.3445,1,7.45,-1.44,0,0,0.6053,0
0.941,1,0.0357,0,0,1,0.1488,0,6.55,-0.56,0,0,0.5535,0
0.6865,5,0.2273,2,1,6,0.2628,0,6.45,-1.64,0,0,0.4186,1
0.392,5,0.3846,1,0,5,0.4683,0,4.36,-1.19,0,0,0.2181,1
0.7408,4,0.1739,2,0,10,0.2366,0,5.97,-0.02,0,0,0.758,1
0.8626,2,0.1429,0,1,7,0.3509,0,4.06,-0.08,1,4,0.5952,1
0.3888,11,0.3667,4,3,18,0.5067,2,4.33,-1.5,0,0,0.4418,1
0.8984,1,0.0909,0,0,14,0.0336,0,9.59,0.05,0,0,0.4853,0
0.9034,0,0.0,0,0,2,0.0689,0,7.01,-0.43,1,45,0.4819,1
0.9017,1,0.0714,1,1,0,0.0409,1,5.12,-0.57,0,0,0.4718,0
0.6244,1,0.2,1,0,11,0.1196,0,7.76,-0.77,1,30,0.5965,1
0.9461,1,0.0714,0,0,1,0.0909,1,7.1,-0.39,0,0,0.6377,0
0.8627,0,0.0,0,0,19,0.0762,0,7.29,-0.05,0,0,0.5101,0
0.5643,6,0.24,3,1,18,0.6448,2,4.56,-0.78,1,29,0.5168,0
0.6313,9,0.3333,0,7,7,0.4142,0,5.35,-1.56,1,43,0.4681,1
0.8405,1,0.1429,0,1,3,0.386,1,3.99,-0.43,1,16,0.4701,0
0.8352,2,0.1667,2,2,1,0.2001,0,6.45,-0.28,0,0,0.6983,0
0.1987,7,0.3684,5,7,17,0.9171,3,5.01,-2.31,1,2,0.2526,1
0.3863,7,0.28,2,3,18,0.5967,3,3.46,-1.27,1,44,0.2928,1
0.9512,0,0.0,1,0,1,0.1067,0,7.87,-0.18,0,0,0.5965,0
0.7228,5,0.1923,2,4,4,0.2496,0,5.91,-0.95,0,0,0.5416,1
0.7155,5,0.1786,1,2,3,0.4902,3,7.03,-0.9,0,0,0.7513,1
0.6846,7,0.2414,2,5,19,0.0456,0,5.56,-1.56,0,0,0.4641,1
0.6924,6,0.2222,2,1,11,0.1499,0,5.99,-0.4,0,0,0.7544,1
0.4823,8,0.4444,1,1,3,0.7655,2,5.17,-0.88,1,16,0.6606,1
0.5782,9,0.3462,0,6,9,0.2846,2,5.53,-0.74,0,0,0.5007,1
0.725,3,0.2,1,3,6,0.3289,0,7.18,-1.14,1,26,0.6592,1
0.4543,6,0.3158,0,2,17,0.3419,2,6.81,-0.7,1,38,0.3381,1
0.8045,1,0.0909,1,1,5,0.2151,0,7.0,-1.32,0,0,0.3563,0
0.9387,1,0.0417,0,0,2,0.087,0,9.48,-0.72,0,0,0.8586,0
0.9469,1,0.037,0,1,1,0.1756,0,6.6,-0.97,0,0,0.3791,0
0.6895,2,0.2,2,2,1,0.1594,0,6.8,-1.3,0,0,0.3179,0
0.7445,5,0.2083,0,2,18,0.5912,3,7.0,-1.5,0,0,0.6137,1
0.9261,0,0.0,1,0,0,0.5256,2,6.58,-1.47,0,0,0.6499,1
0.9733,0,0.0,0,0,0,0.22,0,9.38,-0.23,0,0,0.5222,0
0.6218,1,0.1429,2,1,11,0.4171,1,7.82,-0.92,0,0,0.5576,0
0.938,1,0.0417,0,0,1,0.1011,0,7.87,-0.64,0,0,0.447,0
0.6785,1,0.125,1,0,12,0.265,0,5.64,0.1,0,0,0.4352,1
0.9234,1,0.0833,1,1,2,0.1304,1,8.27,-0.3,0,0,0.4381,0
0.8849,2,0.087,0,1,7,0.185,1,9.24,-0.21,0,0,0.5077,0
0.8074,2,0.1429,0,1,3,0.1989,3,7.79,-0.23,0,0,0.7344,0
0.8242,1,0.1429,1,0,19,0.0783,1,8.42,-0.16,0,0,0.5283,1
0.9419,1,0.04,0,1,2,0.2133,1,8.88,-0.55,0,0,0.5131,0
1.0,0,0.0,0,0,0,0.1023,0,6.95,0.48,0,0,0.738,0
0.7391,3,0.1364,2,1,19,0.4356,1,4.87,-1.46,0,0,0.6187,0
0.8604,2,0.0769,0,1,5,0.1699,0,7.84,-0.06,0,0,0.4295,0
0.9863,0,0.0,0,0,0,0.0183,0,9.83,0.23,0,0,0.6497,1
0.632,4,0.2105,1,2,13,0.7747,3,5.1,-1.93,0,0,0.6866,1
0.4231,12,0.48,3,8,18,0.5771,2,2.9,-1.13,0,0,0.7316,1
0.3264,6,0.5455,1,2,15,0.7304,4,6.64,-1.75,0,0,0.6946,1
0.7012,2,0.1667,0,0,7,0.2143,0,8.32,-0.07,0,0,0.6293,0
0.969,0,0.0,0,0,1,0.1435,0,9.37,0.0,0,0,0.4642,0
1.0,0,0.0,0,0,1,0.1056,0,7.68,0.23,0,0,0.1981,0
0.9639,0,0.0,0,0,2,0.2262,0,7.08,0.71,0,0,0.427,0
0.9385,1,0.0455,0,1,0,0.5654,0,4.84,-0.42,0,0,0.6162,0
0.5828,3,0.3,1,3,11,0.5784,3,5.12,-0.07,0,0,0.2091,1
0.9319,1,0.0417,0,1,2,0.1152,0,9.65,-0.28,0,0,0.5817,0
0.7198,4,0.2105,0,0,8,0.2299,0,5.99,-1.22,1,7,0.2923,1
0.2382,5,0.4545,3,3,7,0.6109,1,5.65,-1.38,0,0,0.5259,1
0.7274,5,0.1724,0,1,3,0.1906,0,6.27,0.13,1,38,0.7431,1
0.6955,5,0.2,0,1,3,0.1457,1,6.29,0.05,0,0,0.352,1
0.4533,9,0.4091,1,9,14,0.6714,2,4.68,-1.94,0,0,0.4768,1
0.2611,4,0.5714,1,1,9,0.3554,0,4.88,-1.95,0,0,0.7464,1
0.7377,2,0.1538,1,2,1,0.0765,0,6.91,0.19,1,17,0.5252,1
