Excused_Absences,Unexcused_Absences,Consecutive_Absences,Missed_Homework_Ratio,Is_Dropout
1,0,0,0.1282,0
0,1,1,0.7704,0
3,1,0,0.2409,0
3,4,1,0.25,1
1,1,0,0.4161,1
1,4,0,0.2746,0
0,2,2,0.7051,1
1,9,7,0.8127,1
3,5,4,0.6864,1
1,1,2,0.3239,0
0,3,2,0.7505,1
2,3,0,0.2894,0
5,0,1,0.4051,1
1,0,1,0.0809,1
2,0,0,0.2989,1
0,1,0,0.2024,0
1,3,4,0.3534,1
0,2,0,0.1641,1
0,0,0,0.1063,0
1,3,0,0.4997,1
4,1,0,0.1421,1
1,1,2,0.4981,1
0,0,0,0.25,0
0,0,0,0.25,0
2,4,2,0.8694,1
2,2,1,0.6116,1
2,1,3,0.6933,1
0,0,0,0.0317,0
1,1,0,0.1569,0
0,1,1,0.6281,1
5,0,1,0.3473,0
1,5,1,0.4932,1
0,3,0,0.3196,0
1,3,1,0.5125,1
2,1,0,0.5147,0
3,3,2,0.3842,1
0,0,0,0.0475,0
1,1,0,0.1287,0
0,8,7,0.8403,1
1,1,2,0.429,0
3,2,2,0.4375,1
2,3,0,0.3258,0
3,0,0,0.0899,0
3,3,0,0.433,1
1,0,1,0.1688,0
3,0,0,0.45,1
2,1,0,0.1673,0
4,0,2,0.4013,1
1,7,3,0.7029,1
1,1,1,0.1179,0
1,5,2,0.5741,1
0,0,0,0.0803,0
0,0,0,0.1337,0
0,0,0,0.2428,0
3,0,1,0.2579,0
0,0,0,0.0305,0
2,0,0,0.165,0
0,0,0,0.0317,0
3,2,3,0.5828,1
1,3,0,0.1854,0
0,4,2,0.6854,1
1,0,0,0.0944,0
1,1,2,0.7576,1
2,0,0,0.3539,1
1,0,0,0.2641,1
1,0,0,0.25,0
2,0,0,0.2305,0
1,0,0,0.2147,0
3,1,0,0.2927,0
2,0,0,0.3271,0
3,1,0,0.3853,0
2,1,0,0.4205,0
2,0,0,0.3523,0
4,0,0,0.2857,1
2,1,1,0.13,0
0,0,0,0.1488,0
2,1,0,0.2472,1
1,4,0,0.2892,1
0,0,0,0.0523,0
0,1,0,0.3148,0
2,1,1,0.4552,1
1,0,0,0.0682,0
3,5,2,0.8626,1
1,1,0,0.1824,0
0,0,0,0.0539,0
3,0,0,0.2919,0
2,3,1,0.4153,1
0,0,0,0.1523,0
0,1,1,0.55,0
0,0,0,0.2088,0
1,0,0,0.1744,0
2,2,0,0.0876,0
2,1,0,0.5096,0
2,3,2,0.8205,1
4,0,0,0.1059,0
0,4,2,0.5884,1
1,3,4,0.6366,1
1,0,1,0.0603,0
5,2,4,0.5797,1
0,0,0,0.0748,0
2,1,2,0.3915,0
2,2,0,0.7133,1
0,1,0,0.0569,0
0,1,1,0.1498,0
0,2,2,0.6165,1
0,4,0,0.7705,1
1,0,0,0.1265,0
2,1,0,0.3952,0
0,3,2,0.5625,1
2,4,3,0.8262,1
1,0,1,0.0881,0
2,0,0,0.0548,0
1,0,1,0.18,0
2,4,2,0.85,1
1,0,0,0.1569,0
0,0,0,0.0749,0
2,2,0,0.4415,0
3,1,2,0.5499,1
0,0,0,0.1451,0
0,0,0,0.1329,0
3,2,2,0.7734,1
3,0,2,0.1227,1
1,4,3,0.823,1
1,3,1,0.4098,1
0,0,0,0.0573,0
1,5,1,0.5966,1
0,0,0,0.0044,0
0,6,2,0.919,1
2,6,4,0.8162,1
5,1,0,0.55,1
3,0,0,0.3275,0
0,0,0,0.2468,0
0,0,0,0.2367,0
2,6,0,0.4372,1
0,3,0,0.3146,0
0,0,0,0.1265,0
3,0,0,0.1371,0
2,2,3,0.5609,1
0,1,1,0.0923,0
4,0,0,0.4164,0
0,0,0,0.0454,0
2,1,0,0.3918,1
0,1,0,0.3158,0
0,6,0,0.633,1
2,3,1,0.7651,1
1,2,3,0.9548,1
0,5,3,0.7031,1
0,3,3,0.6203,1
0,0,0,0.1264,0
2,3,0,0.1212,1
4,0,0,0.2988,0
3,3,1,0.4449,1
0,2,2,0.9184,1
2,4,2,0.8076,1
4,0,1,0.5221,0
2,0,0,0.3256,0
0,0,0,0.1198,0
1,1,0,0.694,1
2,2,2,0.3105,0
1,1,1,0.4633,0
1,0,1,0.4656,0
0,1,0,0.2988,0
1,0,0,0.123,0
0,0,0,0.0371,0
0,0,0,0.1068,0
0,0,0,0.0142,0
0,5,2,0.9555,1
2,3,1,0.3853,1
4,1,1,0.4273,0
3,4,5,0.7572,1
1,0,0,0.45,1
2,0,1,0.45,0
1,0,0,0.2169,0
4,0,0,0.1257,0
3,2,3,0.7873,1
3,2,3,0.2536,1
0,1,1,0.1439,0
0,0,0,0.0476,0
5,3,2,0.3526,1
1,0,0,0.25,0
2,2,2,0.2263,0
5,2,3,0.691,1
2,5,4,0.7352,1
1,2,1,0.7079,0
3,8,4,0.7559,1
0,0,0,0.103,0
3,3,0,0.2942,0
4,1,1,0.151,0
1,0,0,0.0588,0
1,0,0,0.0174,0
0,1,1,0.2738,0
1,0,0,0.0908,0
0,0,0,0.55,0
1,1,0,0.3296,0
1,2,0,0.7224,1
3,1,4,0.8187,1
5,2,0,0.0624,1
2,1,0,0.3058,0
3,0,0,0.05,0
0,1,0,0.1165,1
1,0,0,0.2682,0
0,0,0,0.1391,0
4,1,1,0.4123,0
2,1,0,0.2452,0
4,1,1,0.1176,1
1,0,1,0.0715,0
0,0,0,0.0246,0
1,0,0,0.4294,0
1,0,0,0.0514,0
4,0,2,0.0798,0
0,3,0,0.3139,1
1,0,0,0.0643,0
0,0,0,0.1616,0
4,0,0,0.333,0
0,4,2,0.8659,1
2,1,0,0.1497,0
2,0,0,0.187,1
2,1,3,0.5629,1
1,3,0,0.0665,1
0,3,2,0.4084,1
2,2,1,0.4393,0
0,1,0,0.23,1
2,0,0,0.2127,0
2,4,4,0.8561,1
2,0,0,0.0432,0
1,0,0,0.079,0
5,0,0,0.3178,0
3,0,0,0.4051,0
1,5,1,0.298,1
0,4,3,0.8783,1
4,3,2,0.2971,1
2,0,0,0.0663,0
2,0,0,0.05,0
2,0,1,0.1899,0
2,0,0,0.3088,0
4,0,0,0.1724,0
1,3,0,0.3933,0
5,0,0,0.077,0
1,0,0,0.0645,0
0,2,2,0.9735,1
0,6,1,0.486,1
3,3,0,0.2875,0
1,2,1,0.1455,0
0,1,0,0.214,0
1,0,0,0.2546,0
2,0,0,0.1688,1
0,9,3,0.9273,1
2,0,0,0.2457,0
2,2,2,0.7676,1
1,2,3,0.8377,1
0,1,1,0.4911,0
1,0,0,0.0555,0
0,0,0,0.0646,0
0,0,0,0.1583,0
0,6,2,0.7245,1
3,0,0,0.1499,0
0,1,0,0.0848,0
1,4,2,0.796,1
4,0,0,0.1633,1
3,4,3,0.3372,1
1,1,1,0.2629,0
3,1,0,0.096,0
3,1,0,0.3273,1
0,1,0,0.0415,0
0,0,0,0.1951,0
1,0,1,0.4289,0
0,0,0,0.0277,0
0,2,2,0.5887,1
2,1,0,0.3793,0
1,3,0,0.1674,0
5,0,2,0.3056,0
0,3,3,0.7045,1
2,5,2,0.904,1
1,4,2,0.5124,1
1,2,0,0.0883,0
1,1,0,0.0806,0
2,1,0,0.2176,0
2,1,1,0.5253,1
1,4,2,0.9882,1
1,1,0,0.1804,0
5,1,0,0.1395,1
0,3,0,0.5128,1
2,0,0,0.2752,0
1,0,0,0.2252,0
0,0,0,0.217,0
2,0,1,0.3752,0
1,3,4,0.8129,1
2,0,0,0.1677,0
0,2,1,0.597,0
0,6,2,0.6516,1
1,0,1,0.1824,1
1,1,0,0.05,0
3,7,4,0.6292,1
3,0,0,0.3254,0
2,0,0,0.0597,0
2,1,0,0.1533,1
3,2,1,0.6065,1
3,1,0,0.05,0
1,0,0,0.1087,0
0,4,4,0.7123,1
1,0,0,0.2341,0
5,0,0,0.3937,0
0,5,5,0.7238,1
1,0,0,0.0337,0
0,0,0,0.1941,0
0,1,0,0.2257,0
2,2,0,0.3485,1
0,3,2,0.3835,1
1,5,6,0.7819,1
0,0,0,0.072,0
1,1,2,0.3599,0
3,1,1,0.4419,1
1,1,0,0.2744,0
1,1,0,0.1711,0
1,4,1,0.8054,1
2,0,1,0.1838,0
1,0,1,0.1588,1
2,2,0,0.073,1
0,9,4,0.7662,1
3,4,3,0.3267,1
2,2,1,0.55,0
1,1,0,0.1516,0
0,3,1,0.3484,1
3,4,0,0.7169,1
1,7,2,0.8293,1
3,0,1,0.258,0
1,2,0,0.1711,0
4,0,0,0.1989,0
2,3,1,0.7452,1
2,2,2,0.1292,1
2,0,0,0.1684,0
1,0,1,0.3277,1
1,0,0,0.1063,0
1,0,0,0.4379,0
2,1,0,0.5273,0
2,1,1,0.0718,0
0,0,0,0.0875,0
0,0,0,0.1417,0
0,0,0,0.1105,0
1,0,1,0.3125,0
1,4,2,0.7077,1
0,0,0,0.0323,0
2,1,3,0.5407,1
2,0,1,0.3026,0
2,1,1,0.5344,1
0,0,0,0.1174,0
1,5,0,0.5151,1
1,0,0,0.1031,0
3,0,0,0.2014,0
3,1,0,0.05,0
2,1,0,0.2177,1
1,2,3,0.907,1
1,3,2,0.9241,1
1,5,2,0.959,1
3,0,0,0.2738,1
0,3,2,0.4969,1
1,4,1,0.315,1
0,1,1,0.2217,1
1,0,1,0.0622,0
0,2,2,0.7559,1
2,0,1,0.2067,0
0,0,0,0.0919,0
0,5,1,0.4797,1
0,3,1,0.2697,0
3,0,0,0.002,0
1,0,0,0.1327,0
1,2,0,0.3119,0
1,0,0,0.3651,0
0,6,2,0.8111,1
0,4,4,0.8352,1
2,1,0,0.55,1
3,1,1,0.4088,0
2,4,3,0.3684,1
1,0,0,0.1607,0
1,5,6,0.7516,1
1,1,1,0.165,0
1,4,1,0.2327,0
1,0,0,0.1192,0
3,1,2,0.3883,0
1,3,2,0.486,1
3,2,2,0.5299,1
2,3,1,0.7463,1
2,0,0,0.0869,0
0,3,3,0.7122,1
1,0,0,0.4004,0
1,2,1,0.464,0
2,2,2,0.7974,1
3,1,0,0.1819,0
2,0,0,0.2888,0
0,5,2,0.9082,1
1,1,2,0.2594,1
1,1,1,0.3187,0
0,0,0,0.017,0
0,5,5,0.849,1
0,0,0,0.145,0
2,1,0,0.372,0
3,0,0,0.1149,0
4,0,0,0.3782,0
3,0,0,0.2144,0
1,0,0,0.0743,0
1,0,0,0.0633,0
3,0,0,0.2609,0
5,0,0,0.1908,0
1,0,0,0.25,0
0,0,0,0.1429,0
1,1,1,0.3867,1
1,1,0,0.2452,0
3,0,0,0.1003,0
0,1,0,0.2204,0
4,0,0,0.05,0
0,6,2,0.669,1
1,0,0,0.1057,0
5,1,0,0.2582,0
0,2,2,0.7807,1
1,0,0,0.55,0
2,0,0,0.3109,0
2,1,0,0.2678,0
1,0,0,0.0514,0
1,0,0,0.2352,0
0,0,0,0.0195,0
2,8,5,0.9848,1
1,9,4,0.7088,1
1,4,5,0.8257,1
0,1,0,0.1709,0
0,1,0,0.0046,0
1,1,0,0.0198,0
1,0,0,0.2102,0
3,0,0,0.1247,0
1,0,0,0.1441,0
1,1,0,0.1307,0
2,0,0,0.073,0
2,1,0,0.2191,0
0,0,0,0.0288,0
0,0,0,0.2075,0
1,2,0,0.3335,1
1,1,2,0.7513,1
2,0,0,0.1098,0
4,0,0,0.2481,0
2,0,1,0.0897,0
1,0,0,0.5083,0
1,3,0,0.6906,1
2,6,2,0.6508,1
1,4,0,0.8009,1
3,0,0,0.05,0
0,0,0,0.0237,0
1,0,0,0.0756,0
1,0,1,0.45,0
1,0,1,0.1889,0
1,0,0,0.1839,0
4,0,0,0.249,1
1,0,1,0.2168,0
1,0,0,0.3853,1
1,1,2,0.3113,0
2,1,0,0.3675,0
3,1,1,0.0532,0
0,0,0,0.0394,0
1,2,1,0.25,0
0,1,1,0.3584,1
0,1,0,0.0822,0
1,0,0,0.31,1
3,0,0,0.0298,0
1,3,2,0.8825,1
0,0,0,0.0717,0
3,4,1,0.6197,1
1,0,0,0.1313,0
0,1,0,0.3365,0
1,2,0,0.2223,0
1,0,0,0.154,0
1,2,0,0.1235,0
0,6,5,0.8201,1
0,0,0,0.0298,0
6,0,0,0.1931,0
1,1,0,0.429,1
3,1,2,0.4352,1
1,0,0,0.0675,0
0,0,0,0.0914,0
0,0,0,0.1947,0
2,2,4,0.7832,1
1,2,0,0.3819,1
1,0,0,0.0221,0
1,5,3,0.7011,1
1,1,2,0.2356,1
1,1,0,0.2186,0
4,2,3,0.7439,1
0,0,0,0.0182,0
0,2,2,0.6791,1
1,3,0,0.4955,0
4,0,0,0.4124,0
2,2,3,0.82,1
0,0,0,0.0582,0
1,1,1,0.2106,0
5,0,0,0.0836,0
2,0,0,0.3556,0
0,0,0,0.0645,0
0,0,0,0.0839,0
1,0,0,0.1147,0
0,4,2,0.666,1
0,5,3,0.6233,1
4,0,0,0.1853,0
0,4,2,0.6647,1
0,5,2,0.8625,1
1,4,3,0.3998,1
2,0,2,0.0719,0
0,2,1,0.4801,1
1,1,0,0.3571,1
3,0,0,0.1301,0
0,0,0,0.0495,0
0,7,3,0.7921,1
1,0,1,0.1827,0
0,0,0,0.0164,0
1,2,3,0.8311,1
1,9,4,0.7679,1
1,1,0,0.3105,0
2,0,0,0.2628,0
4,3,0,0.463,1
1,1,0,0.05,0
1,0,0,0.0769,0
0,1,1,0.5503,0
2,1,0,0.1224,1
0,3,0,0.5256,1
0,8,2,0.8209,1
1,1,2,0.451,1
2,3,4,0.7041,1
0,1,0,0.1682,0
3,0,0,0.3869,0
0,0,0,0.125,0
2,1,0,0.2487,0
3,2,2,0.8338,1
0,1,0,0.1009,0
1,4,2,0.5395,1
2,2,1,0.21,0
2,0,0,0.05,0
2,2,0,0.3928,0
1,6,4,0.8296,1
1,0,0,0.2426,0
1,5,2,0.8205,1
0,2,1,0.2916,0
1,2,2,0.9465,1
2,1,0,0.2726,0
1,0,0,0.0464,0
4,2,2,0.3141,1
1,0,1,0.2462,0
3,2,2,0.8317,1
2,0,0,0.3757,0
2,0,0,0.1913,0
1,0,0,0.1559,1
0,1,1,0.5522,0
0,1,1,0.1779,0
2,3,3,0.8299,1
3,1,1,0.7675,1
0,0,0,0.1406,0
0,0,0,0.0868,0
0,1,1,0.2528,1
0,1,1,0.4888,0
1,2,1,0.4532,1
0,0,0,0.0538,0
0,0,0,0.0533,0
1,1,0,0.3036,0
0,1,1,0.5203,1
0,2,0,0.6924,1
1,1,0,0.0346,0
2,0,0,0.2451,0
2,4,1,0.7526,1
2,1,2,0.1928,1
3,1,0,0.4962,1
2,6,2,0.7892,1
0,0,0,0.25,0
0,3,3,0.592,1
2,1,1,0.55,0
0,4,3,0.4487,1
2,0,0,0.45,0
1,3,4,0.5929,1
0,0,0,0.0699,0
1,5,1,0.5418,1
1,4,5,0.9208,1
1,3,2,0.1026,1
1,0,0,0.0847,0
3,3,0,0.2236,0
1,1,0,0.1886,0
2,4,4,0.3687,1
0,0,0,0.252,0
1,4,0,0.4812,1
0,0,0,0.2241,0
1,0,0,0.1378,0
0,4,2,0.7812,1
2,7,1,0.8211,1
2,6,4,0.6718,1
0,0,0,0.2995,0
0,1,0,0.1823,0
1,0,1,0.3894,1
0,0,0,0.2488,0
0,0,0,0.0144,0
1,3,1,0.1122,0
4,2,2,0.2635,0
0,0,0,0.2396,0
1,3,0,0.513,1
0,6,5,0.9527,1
0,0,0,0.0257,0
0,3,1,0.2393,0
1,2,2,0.557,1
0,0,0,0.0706,0
1,2,0,0.1699,0
0,0,0,0.0621,0
4,1,0,0.7142,1
1,0,1,0.384,0
1,0,0,0.1699,0
0,3,2,0.4986,1
0,0,0,0.1948,0
1,0,0,0.1921,0
0,0,0,0.0579,0
0,0,0,0.0882,0
1,0,0,0.0286,0
3,0,0,0.05,0
3,3,2,0.43,1
3,1,2,0.3781,1
0,1,0,0.3693,0
0,0,0,0.55,0
1,7,2,0.8406,1
0,1,0,0.4652,0
1,7,7,0.9472,1
4,1,1,0.1841,0
0,1,0,0.2048,1
1,1,0,0.4164,1
2,2,1,0.2398,1
1,1,0,0.05,0
5,0,0,0.0971,0
1,2,1,0.3779,0
1,0,0,0.0702,0
2,0,0,0.0226,0
2,1,3,0.3027,1
4,0,0,0.2531,0
1,1,1,0.4037,0
2,0,1,0.4725,0
1,4,5,0.7999,1
0,5,3,0.454,1
0,2,1,0.2771,1
3,2,0,0.2807,1
1,0,0,0.145,0
0,5,5,0.7653,1
1,0,0,0.1298,0
2,0,0,0.3222,0
2,2,0,0.3566,1
1,0,0,0.45,0
2,0,0,0.2039,0
0,0,0,0.0895,0
0,0,0,0.25,0
0,3,2,0.55,0
1,1,1,0.3432,1
4,0,0,0.3059,0
4,0,0,0.3202,0
1,0,0,0.5403,0
3,1,0,0.1787,0
1,2,2,0.5974,1
1,3,4,0.6694,1
1,3,0,0.532,0
2,3,1,0.2462,0
1,1,1,0.3043,0
2,1,2,0.4427,1
1,3,2,0.3729,0
2,4,4,0.6717,1
0,2,1,0.55,1
2,0,1,0.4422,1
2,1,1,0.4998,0
1,4,3,0.7875,1
0,5,4,0.6102,1
2,1,1,0.55,0
1,1,0,0.1179,0
3,1,1,0.1202,0
1,2,2,0.8638,1
2,0,1,0.4397,0
3,4,2,0.3981,1
0,3,3,0.683,1
1,5,6,0.7996,1
4,0,1,0.1727,0
4,2,0,0.1034,0
1,0,1,0.1749,0
2,4,0,0.3774,1
2,0,0,0.3246,0
2,0,0,0.05,0
4,1,0,0.2249,0
1,3,2,0.7264,1
0,5,3,0.8249,1
2,5,2,0.5267,1
1,0,0,0.1545,0
0,1,0,0.2603,0
0,0,0,0.0084,0
2,0,0,0.0671,0
1,0,0,0.1579,0
0,6,3,0.9107,1
1,0,0,0.2564,0
0,1,1,0.1763,0
1,0,1,0.1407,0
1,0,0,0.1103,0
0,1,0,0.1389,0
0,0,0,0.0108,0
0,5,2,0.9051,1
4,0,2,0.3537,0
0,0,0,0.1365,0
0,4,4,0.9251,1
0,6,6,0.8394,1
6,0,0,0.2398,0
0,5,3,0.9078,1
1,1,1,0.3954,0
0,6,2,0.7005,1
3,1,0,0.2177,1
0,0,0,0.1662,1
0,2,2,0.9289,1
1,0,1,0.1287,0
0,2,2,0.8131,1
5,1,1,0.6872,1
1,0,0,0.0693,0
0,3,1,0.4399,1
0,3,0,0.5594,1
1,0,0,0.2475,0
4,0,0,0.0592,0
3,1,0,0.2519,1
0,0,0,0.0888,0
1,2,2,0.3988,1
2,2,3,0.4113,1
1,2,2,0.85,1
0,2,1,0.1049,0
0,0,0,0.0194,0
2,4,0,0.6125,1
0,0,0,0.0207,0
2,1,2,0.157,0
0,0,0,0.25,0
0,4,3,0.75,1
1,0,0,0.071,0
1,1,1,0.1159,0
0,0,0,0.3399,0
2,2,2,0.7883,1
2,1,2,0.25,0
1,0,0,0.45,0
1,2,0,0.2368,0
2,3,3,0.3786,1
1,0,0,0.1267,0
1,2,1,0.6128,1
1,1,0,0.3619,0
0,0,0,0.0626,0
1,0,0,0.0286,0
1,2,1,0.6184,1
1,0,0,0.0829,0
3,5,0,0.5364,1
1,0,1,0.1389,0
1,0,0,0.1738,1
2,0,0,0.4044,0
2,0,0,0.0416,0
0,4,4,0.8834,1
1,1,2,0.4684,0
1,0,0,0.2774,0
3,3,1,0.2389,0
3,0,0,0.0393,0
3,1,0,0.45,0
1,1,0,0.3901,1
4,0,0,0.2148,0
1,1,1,0.1679,1
0,0,0,0.1191,0
0,0,0,0.1229,0
1,1,0,0.2645,0
1,3,3,0.6895,1
1,5,0,0.7868,1
3,0,0,0.45,0
2,0,1,0.2274,0
4,0,0,0.3165,0
1,4,2,0.617,1
4,0,0,0.0838,0
5,1,1,0.246,0
4,0,0,0.1873,1
0,3,1,0.7541,1
0,1,0,0.0699,0
1,0,0,0.3664,0
3,4,1,0.6258,1
2,4,1,0.1687,1
1,1,0,0.0921,1
3,7,3,0.3851,1
0,0,0,0.3251,1
1,6,3,0.6719,1
0,6,5,0.8986,1
2,2,2,0.5873,1
0,0,0,0.1385,1
0,4,0,0.4625,0
2,1,2,0.85,0
1,0,0,0.0392,0
1,1,1,0.7309,0
2,1,0,0.2664,1
1,4,1,0.85,1
1,5,2,0.8119,1
3,3,3,0.5269,1
1,0,0,0.0649,0
1,3,0,0.5051,1
0,4,2,0.5822,1
1,2,0,0.2272,0
2,1,0,0.2386,0
1,0,0,0.2131,0
0,2,2,0.8173,1
0,0,0,0.1689,0
1,1,1,0.55,1
2,0,1,0.2014,0
0,4,4,0.8832,1
0,2,2,0.7504,1
4,1,2,0.7168,1
1,1,0,0.1715,0
0,0,0,0.1325,0
0,5,5,0.7867,1
4,0,0,0.05,0
1,1,1,0.7182,0
0,0,0,0.0545,0
0,0,0,0.0374,0
3,0,1,0.17,0
1,1,0,0.6834,1
3,0,1,0.1176,0
2,0,0,0.162,0
0,2,2,0.5059,0
0,7,4,0.7393,1
1,1,2,0.1851,0
0,7,3,0.4719,1
3,0,0,0.05,1
2,1,0,0.55,0
2,0,0,0.1111,0
1,4,5,0.6169,1
2,4,0,0.5398,1
0,0,0,0.3118,0
0,0,0,0.2369,0
3,0,0,0.138,0
1,0,0,0.0151,0
3,2,2,0.6083,1
2,1,1,0.2964,0
4,0,0,0.2574,0
2,1,0,0.1034,0
1,1,1,0.492,0
7,0,2,0.0501,1
